UtcTime,PDOP,Long,Lat,Alt[m],Cobalt-60,Cesium-137,Eu-152
1523991125,1.614790000000000,-116.037413799999996,37.029824599999998,1237.776699999999892,1.000000000000000,1.000000000000000,1.000000000000000
1523991126,1.614740000000000,-116.037409999999994,37.030151900000000,1238.622399999999971,1.000000000000000,1.000000000000000,1.000000000000000
1523991127,1.699170000000000,-116.037407200000004,37.030481799999997,1239.453199999999924,1.000000000000000,1.000000000000000,1.000000000000000
1523991128,1.614620000000000,-116.037405600000000,37.030814999999997,1240.124499999999898,1.000000000000000,1.000000000000000,1.000000000000000
1523991129,1.614560000000000,-116.037403800000007,37.031150199999999,1241.059099999999944,1.000000000000000,1.000000000000000,1.000000000000000
1523991130,1.927870000000000,-116.037400800000000,37.031490599999998,1241.706799999999930,1.000000000000000,1.000000000000000,1.000000000000000
1523991131,1.927880000000000,-116.037397400000003,37.031834000000003,1242.098899999999958,1.000000000000000,1.000000000000000,1.000000000000000
1523991132,1.698850000000000,-116.037393300000005,37.032177300000001,1242.435199999999895,1.000000000000000,1.000000000000000,1.000000000000000
1523991133,1.698790000000000,-116.037387899999999,37.032521699999997,1243.266800000000103,1.000000000000000,1.000000000000000,1.000000000000000
1523991134,1.614260000000000,-116.037382199999996,37.032865999999999,1243.676099999999906,1.000000000000000,1.000000000000000,1.000000000000000
1523991135,1.987750000000000,-116.037377300000003,37.033211899999998,1244.215999999999894,1.000000000000000,1.000000000000000,1.000000000000000
1523991136,1.779160000000000,-116.037371800000003,37.033556200000000,1244.280199999999923,1.000000000000000,1.000000000000000,1.000000000000000
1523991137,1.614090000000000,-116.037367599999996,37.033899300000002,1243.984999999999900,1.000000000000000,1.000000000000000,1.000000000000000
1523991138,1.614030000000000,-116.037363999999997,37.034240799999999,1244.069700000000012,1.000000000000000,1.000000000000000,1.000000000000000
1523991139,1.698390000000000,-116.037362299999998,37.034578799999998,1244.365199999999959,1.000000000000000,1.000000000000000,1.000000000000000
1523991140,1.728900000000000,-116.037361599999997,37.034912200000001,1244.706300000000056,1.000000000000000,1.000000000000000,1.000000000000000
1523991141,1.698260000000000,-116.037358299999994,37.035243500000000,1245.166300000000092,1.000000000000000,1.000000000000000,1.000000000000000
1523991142,1.698200000000000,-116.037355300000002,37.035573100000001,1246.358600000000024,1.000000000000000,1.000000000000000,1.000000000000000
1523991143,1.728400000000000,-116.037352700000000,37.035899600000000,1246.487599999999929,1.000000000000000,1.000000000000000,1.000000000000000
1523991144,1.728240000000000,-116.037352400000003,37.036224699999998,1246.641499999999951,1.000000000000000,1.000000000000000,1.000000000000000
1523991145,1.931500000000000,-116.037350599999996,37.036546399999999,1247.675799999999981,1.000000000000000,1.000000000000000,1.000000000000000
1523991146,1.613550000000000,-116.037349100000000,37.036867500000000,1248.440299999999979,1.000000000000000,1.000000000000000,1.000000000000000
1523991147,1.697870000000000,-116.037345200000004,37.037188499999999,1248.641699999999901,1.000000000000000,1.000000000000000,1.000000000000000
1523991148,1.613430000000000,-116.037339799999998,37.037506800000003,1248.469100000000026,1.000000000000000,1.000000000000000,1.000000000000000
1523991149,1.697730000000000,-116.037333799999999,37.037826500000001,1247.673900000000003,1.000000000000000,1.000000000000000,1.000000000000000
1523991150,1.793120000000000,-116.037328299999999,37.038143099999999,1247.825299999999970,1.000000000000000,1.000000000000000,1.000000000000000
1523991151,1.691890000000000,-116.037325800000005,37.038455499999998,1247.734899999999925,1.000000000000000,1.000000000000000,1.000000000000000
1523991152,1.697540000000000,-116.037320199999996,37.038770499999998,1247.245499999999993,1.000000000000000,1.000000000000000,1.000000000000000
1523991153,1.613130000000000,-116.037315699999994,37.039086200000000,1246.765400000000000,1.000000000000000,1.000000000000000,1.000000000000000
1523991154,1.613070000000000,-116.037314800000004,37.039402400000000,1246.381000000000085,1.000000000000000,1.000000000000000,1.000000000000000
1523991155,1.928280000000000,-116.037317700000003,37.039717699999997,1245.307399999999916,1.000000000000000,1.000000000000000,1.000000000000000
1523991156,1.928300000000000,-116.037322500000002,37.040035000000003,1244.044499999999971,1.000000000000000,1.000000000000000,1.000000000000000
1523991157,1.612890000000000,-116.037332199999994,37.040348100000003,1243.248100000000022,1.000000000000000,1.000000000000000,1.000000000000000
1523991158,1.716130000000000,-116.037341699999999,37.040662400000002,1242.457100000000082,1.000000000000000,1.000000000000000,1.000000000000000
1523991159,1.612770000000000,-116.037349800000001,37.040977200000000,1242.111499999999978,1.000000000000000,1.000000000000000,1.000000000000000
1523991160,1.697000000000000,-116.037358100000006,37.041293400000001,1242.123599999999897,1.000000000000000,1.000000000000000,1.000000000000000
1523991161,1.696930000000000,-116.037361399999995,37.041610400000003,1242.589799999999968,1.000000000000000,1.000000000000000,1.000000000000000
1523991162,1.612590000000000,-116.037356000000003,37.041927800000003,1243.265200000000050,1.000000000000000,1.000000000000000,1.000000000000000
1523991163,1.696800000000000,-116.037344800000000,37.042245999999999,1243.823300000000017,1.000000000000000,1.000000000000000,1.000000000000000
1523991164,1.612470000000000,-116.037325699999997,37.042565500000002,1243.608899999999949,1.000000000000000,1.000000000000000,1.000000000000000
1523991165,1.696660000000000,-116.037305099999998,37.042885300000002,1243.198399999999992,1.000000000000000,1.000000000000000,1.000000000000000
1523991166,1.788590000000000,-116.037284999999997,37.043208100000001,1242.919000000000096,1.000000000000000,1.000000000000000,1.000000000000000
1523991167,1.612280000000000,-116.037269600000002,37.043530300000000,1242.839999999999918,1.000000000000000,1.000000000000000,1.000000000000000
1523991168,1.612220000000000,-116.037255599999995,37.043854500000002,1242.740900000000011,1.000000000000000,1.000000000000000,1.000000000000000
1523991169,1.776920000000000,-116.037243900000007,37.044179000000000,1243.007000000000062,1.000000000000000,1.000000000000000,1.000000000000000
1523991170,1.612100000000000,-116.037233900000004,37.044504400000001,1243.321999999999889,1.000000000000000,1.000000000000000,1.000000000000000
1523991171,1.612040000000000,-116.037224199999997,37.044829999999997,1243.313699999999926,1.000000000000000,1.000000000000000,1.000000000000000
1523991172,1.611980000000000,-116.037215599999996,37.045157500000002,1243.074399999999969,1.000000000000000,1.000000000000000,1.000000000000000
1523991173,1.611910000000000,-116.037209000000004,37.045486699999998,1242.997599999999920,1.000000000000000,1.000000000000000,1.000000000000000
1523991174,1.928590000000000,-116.037204599999995,37.045815699999999,1243.112200000000030,1.000000000000000,1.000000000000000,1.000000000000000
1523991175,1.611790000000000,-116.037204000000003,37.046142099999997,1243.659400000000005,1.000000000000000,1.000000000000000,1.000000000000000
1523991177,1.776370000000000,-116.037209599999997,37.046791900000002,1244.453800000000001,1.000000000000000,1.000000000000000,1.000000000000000
1523991178,1.611610000000000,-116.037215599999996,37.047114499999999,1245.040400000000091,1.000000000000000,1.000000000000000,1.000000000000000
1523991179,1.611540000000000,-116.037226000000004,37.047435600000000,1246.354499999999916,1.000000000000000,1.000000000000000,1.000000000000000
1523991180,1.611480000000000,-116.037236199999995,37.047759800000001,1247.666899999999941,1.000000000000000,1.000000000000000,1.000000000000000
1523991182,1.695490000000000,-116.037259500000005,37.048418200000000,1248.475699999999961,1.000000000000000,1.000000000000000,1.000000000000000
1523991183,2.088260000000000,-116.037268299999994,37.048748000000003,1249.069300000000112,1.000000000000000,1.000000000000000,1.000000000000000
1523991184,1.695350000000000,-116.037270300000003,37.049078399999999,1249.515200000000050,1.000000000000000,1.000000000000000,1.000000000000000
1523991185,1.695280000000000,-116.037264600000000,37.049406800000000,1250.223899999999958,1.000000000000000,1.000000000000000,1.000000000000000
1523991186,1.787490000000000,-116.037256499999998,37.049737999999998,1250.587099999999964,1.000000000000000,1.000000000000000,1.000000000000000
1523991187,1.984460000000000,-116.037250999999998,37.050068300000000,1250.900200000000041,1.000000000000000,1.000000000000000,1.000000000000000
1523991188,1.928800000000000,-116.037252499999994,37.050399800000001,1251.547299999999950,1.000000000000000,1.000000000000000,1.000000000000000
1523991189,1.610920000000000,-116.037270599999999,37.050725700000001,1252.246399999999994,1.000000000000000,1.000000000000000,1.000000000000000
1523991190,1.694930000000000,-116.037310800000000,37.051050400000001,1252.888200000000097,1.000000000000000,1.000000000000000,1.000000000000000
1523991191,1.610800000000000,-116.037375900000001,37.051379500000003,1253.332599999999957,1.000000000000000,1.000000000000000,1.000000000000000
1523991192,1.610730000000000,-116.037467500000005,37.051710700000001,1253.442199999999957,1.000000000000000,1.000000000000000,1.000000000000000
1523991193,2.289060000000000,-116.037586700000006,37.052038500000002,1253.261600000000044,1.000000000000000,1.000000000000000,1.000000000000000
1523991194,1.610610000000000,-116.037724900000001,37.052366100000000,1253.497000000000071,1.000000000000000,1.000000000000000,1.000000000000000
1523991254,2.576350000000000,-116.036215400000003,37.053401200000003,1257.381300000000010,1.000000000000000,1.000000000000000,1.000000000000000
1523991255,1.716640000000000,-116.036262500000007,37.053034199999999,1255.906300000000101,1.000000000000000,1.000000000000000,1.000000000000000
1523991256,1.716640000000000,-116.036295499999994,37.052666100000003,1253.976200000000063,1.000000000000000,1.000000000000000,1.000000000000000
1523991257,1.606530000000000,-116.036315500000001,37.052303400000000,1252.975899999999911,1.000000000000000,1.000000000000000,1.000000000000000
1523991258,1.608410000000000,-116.036321700000002,37.051944900000002,1252.404500000000098,1.000000000000000,1.000000000000000,1.000000000000000
1523991259,1.606390000000000,-116.036314399999995,37.051597399999999,1252.046399999999949,1.000000000000000,1.000000000000000,1.000000000000000
1523991260,1.606330000000000,-116.036295600000003,37.051251499999999,1252.134099999999989,1.000000000000000,1.000000000000000,1.000000000000000
1523991261,1.606260000000000,-116.036269399999995,37.050908999999997,1251.996200000000044,1.000000000000000,1.000000000000000,1.000000000000000
1523991262,2.364300000000000,-116.036239499999994,37.050564399999999,1251.525599999999940,1.000000000000000,1.000000000000000,1.000000000000000
1523991263,1.684360000000000,-116.036202700000004,37.050222499999997,1250.477200000000039,1.000000000000000,1.000000000000000,1.000000000000000
1523991264,1.684290000000000,-116.036164400000004,37.049884100000000,1249.611900000000105,1.000000000000000,1.000000000000000,1.000000000000000
1523991265,1.605990000000000,-116.036122800000001,37.049550799999999,1248.331200000000081,1.000000000000000,1.000000000000000,1.000000000000000
1523991266,1.914360000000000,-116.036082300000004,37.049218000000003,1248.329199999999901,1.000000000000000,1.000000000000000,1.000000000000000
1523991267,1.684080000000000,-116.036043699999993,37.048891200000000,1249.545499999999947,1.000000000000000,1.000000000000000,1.000000000000000
1523991268,1.605790000000000,-116.036005700000004,37.048569600000000,1251.434799999999996,1.000000000000000,1.000000000000000,1.000000000000000
